Municipio,Distrito,CodigoPostal,Latitud,Longitud
Santa Brígida,Los Olivos,35309,28.032,-15.5043
Santa Brígida,Lomo Espino (Santa Brigida),35309,28.032,-15.5043
Santa Brígida,Las Haciendas,35309,28.0391,-15.5133
Santa Brígida,Pino Santo Bajo,35309,28.041,-15.5131
Santa Brígida,La Angostura,35309,28.0486,-15.4879
Santa Brígida,Las Cadenas,35309,28.0365,-15.5009
Santa Brígida,Pino Santo Alto,35309,28.0339,-15.5255
Santa Brígida,Las Meleguinas,35309,28.0431,-15.4984
Santa Brígida,Los Alvarados,35310,28.0425,-15.4788
Santa Brígida,El Colegio,35310,28.0525,-15.4778
Santa Brígida,Monte Lentiscal,35310,28.0489,-15.472
Santa Brígida,Vinco, El (Santa Brigida),35310,28.032,-15.5043
Santa Brígida,Hoya Capa,35310,28.032,-15.5043
Santa Brígida,Lentiscos, Los (Urbanizacion),35310,28.032,-15.5043
Santa Brígida,Cuesta El Reventon,35310,28.032,-15.5043
Santa Brígida,El Mocanal,35310,28.032,-15.5043
Santa Brígida,Reventon, El (Urbanizacion),35310,28.032,-15.5043
Santa Brígida,Los Toscones,35310,28.032,-15.5043
Santa Brígida,Bebedero, El (Monte Lentiscal),35310,28.032,-15.5043
,Caldera De Bandama,35319,28.032,-15.5043
,Fuente De Los Berros,35319,28.032,-15.5043
,Montañeta, La (Monte Lentiscal),35319,28.032,-15.5043
,Las Arenillas,35319,28.0341,-15.4699
,Bandama,35319,28.0355,-15.4603
Vega de San Mateo,El Solis,35320,28.0089,-15.5333
Vega de San Mateo,San Mateo,35320,28.0089,-15.5333
Vega de San Mateo,Vega De San Mateo,35320,28.0089,-15.5333
Vega de San Mateo,Corte, La (San Mateo),35328,28.0089,-15.5333
Vega de San Mateo,Estanco, El (San Mateo),35328,28.0089,-15.5333
Vega de San Mateo,San Francisco (San Mateo),35328,28.0089,-15.5333
Vega de San Mateo,Vegas, Las (San Mateo),35328,28.0089,-15.5333
Vega de San Mateo,Risco Prieto (San Mateo),35328,28.0089,-15.5333
Vega de San Mateo,Corraletes,35328,28.0296,-15.5396
Vega de San Mateo,El Gallego,35328,28.0316,-15.5466
Vega de San Mateo,Galas,35328,28.0156,-15.5802
Vega de San Mateo,Utiaca,35328,28.02,-15.552
Vega de San Mateo,Lomo Carbonero,35328,28.0258,-15.5449
Vega de San Mateo,Pajaritos,35328,28.017,-15.5726
Vega de San Mateo,La Solana,35328,28.0261,-15.5399
Vega de San Mateo,El Portillo,35328,28.0034,-15.5733
Vega de San Mateo,El Piquillo,35328,28.0339,-15.5366
Vega de San Mateo,La Sequera,35328,28.0238,-15.5662
Vega de San Mateo,Las Lagunetas,35328,28.0048,-15.5759
Vega de San Mateo,Cruz De Tejeda,35328,28.0081,-15.5393
Vega de San Mateo,Las Pitas,35328,28.0081,-15.5393
Vega de San Mateo,Casa Quemada,35328,28.0081,-15.5393
Vega de San Mateo,Cruz Del Herrero,35328,28.0081,-15.5393
Vega de San Mateo,Ariñez,35328,28.0081,-15.5393
Vega de San Mateo,La Yedra,35328,28.0081,-15.5393
Vega de San Mateo,Hoya De Los Ajos,35328,28.0081,-15.5393
Vega de San Mateo,El Lomito,35328,28.0056,-15.5775
Vega de San Mateo,Solana, La (San Mateo),35328,28.0089,-15.5333
Vega de San Mateo,El Vincol,35328,28.0045,-15.5788
Vega de San Mateo,Cruz Del Saucillo,35329,27.9914,-15.5681
Vega de San Mateo,Cuevas, Las (San Mateo),35329,27.9914,-15.5681
Vega de San Mateo,Hoya Del Gamonal,35329,27.9914,-15.5681
Vega de San Mateo,Calero, El (San Mateo),35329,27.9914,-15.5681
Vega de San Mateo,Meson, El (San Mateo),35329,27.9914,-15.5681
Vega de San Mateo,Hornillo, El (San Mateo),35329,27.9914,-15.5681
Vega de San Mateo,Casa De La Cal,35329,27.9914,-15.5681
Vega de San Mateo,Lechucilla,35329,27.9914,-15.5681
Vega de San Mateo,Chorrillo, El (San Mateo),35329,27.9914,-15.5681
Vega de San Mateo,Lomo Los Ingleses,35329,27.9914,-15.5681
Vega de San Mateo,Longueras, Las (San Mateo),35329,27.9914,-15.5681
Vega de San Mateo,Asomada, La (San Mateo),35329,27.9914,-15.5681
Vega de San Mateo,Hoya Viciosa,35329,28.0066,-15.5349
Vega de San Mateo,Lomo Aljorradero,35329,27.9995,-15.5544
Vega de San Mateo,Camaretas,35329,27.9876,-15.5615
Vega de San Mateo,La Higuera,35329,28.0048,-15.5342
Vega de San Mateo,Lomo Caballo,35329,28.0147,-15.5345
Vega de San Mateo,La Lechuza,35329,28.0036,-15.5531
Vega de San Mateo,La Bodeguilla,35329,28.0105,-15.521
Vega de San Mateo,Hoya Navarra,35329,27.999,-15.5505
Vega de San Mateo,Los Chorros,35329,28.0074,-15.5424
Vega de San Mateo,Cueva Grande,35329,27.99,-15.5693
Vega de San Mateo,La Veguetilla,35329,28.0145,-15.5267
Vega de San Mateo,El Arenal,35329,28.0023,-15.5513
Vega de San Mateo,Cuatro Caminos,35329,28.0038,-15.5393
Vega de San Mateo,Acequia Marrero,35329,28.0115,-15.5266
Teror,El Chorrito,35330,28.0575,-15.5497
Teror,Muñigal,35330,28.0556,-15.5421
Teror,El Secuestro,35330,28.0648,-15.553
Teror,Mujica,35330,28.0651,-15.5287
Teror,Lomo Cobo,35330,28.0735,-15.5212
Teror,Llanos De Arevalo,35330,28.0606,-15.5491
Teror,Hornillo, El (Teror),35330,28.0606,-15.5491
Teror,Teror (Capital Municipal),35330,28.0606,-15.5491
Teror,Lomo, El (Teror),35330,28.0606,-15.5491
Teror,Barrio Del Pino (Teror),35330,28.0606,-15.5491
Teror,Hoyo, El (Teror),35330,28.0606,-15.5491
Teror,Rincon, El (Teror),35330,28.0606,-15.5491
Teror,Buenavista (Teror),35330,28.0606,-15.5491
Teror,Arbejales,35333,28.0606,-15.5491
Teror,Lomo Pilon,35338,28.0606,-15.5491
Teror,Lomo Del Gallego,35338,28.0606,-15.5491
Teror,Espartero,35338,28.0606,-15.5491
Teror,Lo Blanco,35338,28.0699,-15.5177
Teror,Ojero,35338,28.0447,-15.5549
Teror,Miraflor,35338,28.0678,-15.5242
Teror,Corrales Los (Teror),35338,28.0606,-15.5491
Teror,San Isidro (Teror),35338,28.0606,-15.5491
Teror,Barranco Zapatero,35338,28.0606,-15.5491
Teror,El Faro,35338,28.0446,-15.5402
Teror,Toscas, Las (Teror),35338,28.0606,-15.5491
Teror,El Pedregal,35339,28.0606,-15.5491
Teror,Las Paredes,35339,28.0796,-15.5415
Teror,Peña, La (Teror),35339,28.0606,-15.5491
Teror,San Matias,35339,28.0606,-15.5491
Teror,Siete Puertas (Teror),35339,28.0606,-15.5491
Teror,El Palmar,35339,28.0606,-15.5491
Teror,El Escobonal,35339,28.0606,-15.5491
Teror,El Alamo,35339,28.0606,-15.5491
Teror,Huertas Del Palmar,35339,28.0606,-15.5491
Teror,Barranco Del Pino (Barranco),35339,28.0606,-15.5491
Teror,Cuesta Falcon,35339,28.0606,-15.5491
Teror,Las Rosadas,35339,28.0606,-15.5491
Teror,Guanchia,35339,28.0606,-15.5491
Teror,Las Peñas,35339,28.0559,-15.5526
Teror,Los Llanos,35339,28.0601,-15.5543
Teror,Quebradero,35339,28.05,-15.5468
Valleseco,Madrelagua,35340,28.0355,-15.5696
Valleseco,Valleseco (Capital Municipal),35340,28.0658,-15.5707
Valleseco,Lanzarote (Valleseco),35340,28.0658,-15.5707
Valleseco,Las Troyanas,35349,28.0658,-15.5707
Valleseco,Zumacal (Valleseco),35349,28.0658,-15.5707
Valleseco,Caseron,35349,28.0658,-15.5707
Valleseco,Zamora,35349,28.0658,-15.5707
Valleseco,Barranco,35349,28.0658,-15.5707
Valleseco,Laguna, La (Valleseco),35349,28.0658,-15.5707
Valleseco,Carpinteras,35349,28.0658,-15.5707
Valleseco,Barranquillo (Valleseco),35349,28.0658,-15.5707
Valleseco,Monagas,35349,28.0651,-15.5708
Valleseco,Valsendero,35349,28.0508,-15.5895
Artenara,Candelaria,35350,28.0103,-15.6828
Artenara,Coruña,35350,28.0326,-15.6652
Artenara,Lugarejos,35350,28.0436,-15.6701
Artenara,Cuevas, Las (Artenara),35350,28.0321,-15.659
Artenara,Acusa Verde,35350,28.0043,-15.6908
Artenara,Artenara,35350,28.02,-15.6464
Tejeda,Tejeda (Capital Municipal),35360,27.989,-15.6275
Tejeda,Carrizal De Tejeda,35368,27.9893,-15.6282
Tejeda,Pagos De Casas Juan Gomez,35368,27.9893,-15.6282
Tejeda,Casa Forestal Pajonales,35368,27.9893,-15.6282
Tejeda,El Espinillo,35368,27.985,-15.6473
Tejeda,El Juncal,35368,27.9581,-15.6442
Tejeda,Toscon, El (Tejeda),35368,27.9951,-15.6154
Tejeda,Solana, La (Tejeda),35368,27.9951,-15.6154
Tejeda,Chorrillo, El (Tejeda),35368,27.9951,-15.6154
Tejeda,Higuerilla,35368,27.9982,-15.6515
Tejeda,Roque, El (Tejeda),35368,27.9951,-15.6154
Tejeda,Culata, La (Tejeda),35368,27.9951,-15.6154
Antigua,El Majuelo,35369,28.0042,-15.6172
Antigua,Ayacata,35369,27.9579,-15.6086
Antigua,Cuevas Caidas,35369,27.9906,-15.5987
Antigua,Timagada,35369,27.9715,-15.6269
Antigua,Lomo De Los Santos,35369,27.9877,-15.6246
Antigua,Crucitas, Las (Tejeda),35369,27.9877,-15.6246
Antigua,La Umbria,35369,27.9877,-15.6246
Antigua,Rincon, El (Tejeda),35369,27.9877,-15.6246
Antigua,Degollada, La (Tejeda),35369,27.9877,-15.6246
Antigua,Casas De Huertas,35369,27.9877,-15.6246
Antigua,Risco La Candelilla,35369,27.9877,-15.6246
Antigua,La Candelilla,35369,27.9877,-15.6246
Antigua,Casas Del Lomo,35369,27.9877,-15.6246
Arucas,Arucas (Capital Municipal),35400,28.1198,-15.5233
Arucas,Hoya De San Juan,35400,28.1198,-15.5233
Arucas,Montaña De Arucas,35400,28.1198,-15.5233
Arucas,El Hornillo Alto,35400,28.1198,-15.5233
Arucas,Camino De La Cruz Alto,35400,28.1198,-15.5233
Arucas,La Fula,35400,28.1225,-15.5366
Arucas,Terrero, El (Arucas),35400,28.1198,-15.5233
Arucas,Goleta, La (Arucas),35400,28.1198,-15.5233
Arucas,Lomo De San Pedro (Arucas),35400,28.1198,-15.5233
Arucas,Montañeta, La (Arucas),35400,28.1198,-15.5233
Arucas,El Cerrillo,35400,28.1187,-15.5317
Arucas,El Matadero,35400,28.117,-15.5313
Arucas,El Angostillo,35400,28.1111,-15.5429
Arucas,La Guitarrilla,35411,28.1051,-15.5108
Arucas,Lomo Grande,35411,28.1097,-15.5042
Arucas,Santidad Alta,35411,28.0994,-15.5118
Arucas,Santidad Baja,35411,28.1089,-15.5096
Arucas,Las Palmeras,35411,28.1147,-15.5102
Arucas,San Francisco Javier,35411,28.1071,-15.5031
Arucas,San Gregorio (Arucas),35411,28.1001,-15.5118
Arucas,Hoya De Ariñez,35411,28.1001,-15.5118
Arucas,Lomo De Arucas,35411,28.1001,-15.5118
Arucas,Lomo, El (Santidad),35411,28.1001,-15.5118
Arucas,San Francisco Javier (Urbanizacion),35411,28.1001,-15.5118
Arucas,El Puente De Arucas,35411,28.1001,-15.5118
Arucas,Barriada De Juan Xxiii,35411,28.1001,-15.5118
Arucas,Barreto,35411,28.1093,-15.5203
Arucas,Los Castillos,35412,28.0914,-15.5371
Arucas,Los Portales,35412,28.0953,-15.5342
Arucas,La Pedrera,35412,28.0859,-15.5374
Arucas,Los Altabacales,35412,28.0947,-15.5466
Arucas,Santa Flora,35412,28.101,-15.5298
Arucas,Visvique,35412,28.1077,-15.5269
Arucas,Solana, La (Arucas),35412,28.1449,-15.5679
Arucas,Arco, El (Arucas),35412,28.1449,-15.5679
Arucas,El Picacho,35412,28.1449,-15.5679
Arucas,Peñones, Los (Arucas),35412,28.1449,-15.5679
Arucas,Mirador De Los Portales,35412,28.1449,-15.5679
Arucas,Fuente Del Laurel,35412,28.1449,-15.5679
Arucas,Barrio Virgen Del Pino,35412,28.1449,-15.5679
Arucas,Camino Del Arco,35412,28.1449,-15.5679
Arucas,Lomo Ramirez,35413,28.1217,-15.5226
Arucas,Hinojal,35413,28.1217,-15.5226
Arucas,Las Hoyas Del Cardonal,35413,28.1217,-15.5226
Arucas,La Palmita,35413,28.1217,-15.5226
Arucas,Costa,35413,28.1217,-15.5226
Arucas,Cruz De Pineda,35413,28.1217,-15.5226
Arucas,Camino De La Cruz Bajo,35413,28.1217,-15.5226
Arucas,El Carril,35413,28.1217,-15.5226
Arucas,Tres Barrios,35413,28.1217,-15.5226
Arucas,El Hornillo Bajo,35413,28.1258,-15.5129
Arucas,El Guincho,35413,28.1441,-15.5122
Arucas,La Hondura,35413,28.1495,-15.5226
Arucas,Trasmontaña,35413,28.134,-15.5177
Arucas,Los Palmitos,35413,28.1319,-15.5396
Arucas,Los Castillejos,35413,28.1263,-15.518
Arucas,Las Chorreras,35413,28.1287,-15.5216
Arucas,Tanasio,35413,28.1496,-15.5262
Arucas,Lomito, El (Arucas),35413,28.1198,-15.5233
Arucas,Hoyas, Las (Arucas),35413,28.1198,-15.5233
Arucas,Tinocas (Arucas),35413,28.1198,-15.5233
Arucas,Trapiche (Arucas),35413,28.1198,-15.5233
Arucas,Lomo De Quintanilla (Arucas),35413,28.1198,-15.5233
Arucas,Llano Blanco (Arucas),35413,28.1198,-15.5233
Arucas,Cardonal (Arucas),35413,28.1198,-15.5233
Arucas,Escaleritas (Arucas),35414,28.1198,-15.5233
Arucas,San Andres,35414,28.5,-16.1833
Arucas,Roque, El (Arucas),35414,28.1198,-15.5233
Arucas,Risco, El (Arucas),35414,28.1198,-15.5233
Arucas,Pagador,35414,28.201,-15.6696
Arucas,El Tarahal,35414,28.201,-15.6696
Arucas,Altillo,35414,28.201,-15.6696
Arucas,El Peñon,35414,28.201,-15.6696
Arucas,San Felipe,35414,28.1452,-15.5935
Arucas,Bañaderos,35414,28.1463,-15.5344
Arucas,Quintanilla,35414,28.1461,-15.5477
Arucas,El Puertillo,35414,28.1495,-15.5331
Arucas,La Cuestilla,35414,28.1465,-15.529
Arucas,Cardones,35415,28.1299,-15.5094
Arucas,El Perdigon,35415,28.1198,-15.5233
Arucas,Montaña, La (Cardones),35415,28.1198,-15.5233
Arucas,Montaña Cardones,35415,28.1198,-15.5233
Arucas,Lomo Espino (Arucas),35415,28.1198,-15.5233
Arucas,Dehesa, La (Arucas),35415,28.1198,-15.5233
Gáldar,Moya,35420,28.1097,-15.5834
Moya,Barranco Del Pinar (Moya),35421,28.1014,-15.5892
Moya,Lomo Del Peñon,35421,28.0924,-15.5928
Moya,Fontanales,35421,28.058,-15.6076
Moya,San Bartolome De Fontanales,35421,28.0924,-15.5928
Moya,San Fernando (Moya),35421,28.1014,-15.5892
Moya,Tablero, El (Moya),35421,28.1014,-15.5892
Moya,Juarada, La (Moya),35421,28.1014,-15.5892
Moya,Los Tiles,35421,28.0924,-15.5928
Moya,Barranco Del Laurel,35421,28.0924,-15.5928
Moya,Hoyas Del Cavadero,35421,28.0924,-15.5928
Moya,Corvo,35421,28.0712,-15.5926
Moya,El Brecito,35422,28.1132,-15.5801
Moya,Cabo Verde,35422,28.1354,-15.587
Moya,La Cordillera,35422,28.1383,-15.5865
Moya,Palmito, El (Moya),35422,28.1375,-15.5845
Moya,Fronton, El (Moya),35422,28.1375,-15.5845
Moya,Trujillo (Moya),35422,28.1375,-15.5845
Moya,Los Toscales,35422,28.1375,-15.5845
Moya,El Moreto,35422,28.1375,-15.5845
Moya,Las Carreras,35422,28.1375,-15.5845
Moya,Carreteria,35423,28.1014,-15.5892
Moya,El Palo,35423,28.1014,-15.5892
Moya,El Lance,35423,28.1014,-15.5892
Moya,Dragos, Los (Moya),35423,28.1014,-15.5892
Moya,Lomo Blanco (Moya),35423,28.1014,-15.5892
Moya,Doramas (Moya),35423,28.1014,-15.5892
Firgas,Firgas (Capital Municipal),35430,28.1093,-15.5623
Firgas,Barranco De Las Madres,35431,28.1121,-15.5615
Firgas,San Anton,35431,28.1121,-15.5615
Firgas,Las Pellas,35431,28.0903,-15.5617
Firgas,Casablanca,35431,28.1289,-15.557
Firgas,Buenlugar,35431,28.1183,-15.5603
Firgas,Palmilla, La (Firgas),35431,28.1071,-15.563
Firgas,Itara,35431,28.1223,-15.558
Firgas,Zumacal, El (Firgas),35431,28.1071,-15.563
Firgas,Lomito, El (Firgas),35431,28.1071,-15.563
Firgas,Cruz, La (Firgas),35432,28.1071,-15.563
Firgas,Caldera, La (Firgas),35432,28.1071,-15.563
Firgas,Risco, El (Firgas),35432,28.1071,-15.563
Firgas,Lomo Quintanilla (Firgas),35432,28.1071,-15.563
Firgas,Los Menores,35432,28.1168,-15.5545
Firgas,Trapiche (Firgas),35432,28.1071,-15.563
Firgas,Cambalud,35432,28.1281,-15.5461
Firgas,Padilla,35432,28.1084,-15.553
Firgas,El Cortijo,35432,28.1213,-15.552
Firgas,Los Rosales,35432,28.1148,-15.553
Firgas,Los Dolores,35432,28.1302,-15.5488
Firgas,Los Barranquillos,35432,28.0997,-15.5564
Santa María de Guía de Gran Canaria,Santa Maria De Guia (Capital Municipal),35450,28.1397,-15.6329
Santa María de Guía de Gran Canaria,La Atalaya De Guia,35450,28.1397,-15.6329
Santa María de Guía de Gran Canaria,Becerril De Guia,35450,28.1397,-15.6329
Santa María de Guía de Gran Canaria,Marente (Urbanizacion),35450,28.1397,-15.6329
Santa María de Guía de Gran Canaria,Guia,35450,28.1397,-15.6329
Santa María de Guía de Gran Canaria,Cercados De Merino,35450,28.1397,-15.6329
Santa María de Guía de Gran Canaria,Calvario, El (Santa Maria De Guia),35450,28.1397,-15.6329
Santa María de Guía de Gran Canaria,Marente,35457,28.1092,-15.6083
Santa María de Guía de Gran Canaria,Barranquillo Frio,35457,28.1092,-15.6083
Santa María de Guía de Gran Canaria,Montaña Alta (Santa Maria De Guia),35457,28.1092,-15.6083
Santa María de Guía de Gran Canaria,Ingenio Blanco,35457,28.1092,-15.6083
Santa María de Guía de Gran Canaria,Tres Cruces (Santa Ma De Guia),35457,28.1092,-15.6083
Santa María de Guía de Gran Canaria,Cuesta De Caraballo,35457,28.1092,-15.6083
Santa María de Guía de Gran Canaria,Caserio De Marente,35457,28.1092,-15.6083
Santa María de Guía de Gran Canaria,Verdejo,35457,28.1092,-15.6083
Santa María de Guía de Gran Canaria,Lomo Betancor,35457,28.1092,-15.6083
Santa María de Guía de Gran Canaria,Santa Cristina,35457,28.0992,-15.6025
Santa María de Guía de Gran Canaria,Junquillo,35457,28.1092,-15.6083
Santa María de Guía de Gran Canaria,Barranco Del Pinar (Santa Maria De Guia),35457,28.1092,-15.6083
Santa María de Guía de Gran Canaria,Paso Maria De Los Santos,35457,28.1092,-15.6083
Santa María de Guía de Gran Canaria,Hoya Del Predegal (Santa Maria De Guia),35457,28.1092,-15.6083
Santa María de Guía de Gran Canaria,Bascamao,35457,28.0943,-15.6294
Santa María de Guía de Gran Canaria,San Juan (S.M.Guia),35458,28.1072,-15.5962
Santa María de Guía de Gran Canaria,San Blas,35458,28.1072,-15.5962
Santa María de Guía de Gran Canaria,Lomo Los Martines,35458,28.1072,-15.5962
Santa María de Guía de Gran Canaria,Albercon De La Virgen,35458,28.1072,-15.5962
Santa María de Guía de Gran Canaria,Palmital, El (Carretera),35458,28.1072,-15.5962
Santa María de Guía de Gran Canaria,Casas De Aguilar,35458,28.1072,-15.5962
Santa María de Guía de Gran Canaria,Suerte, La (S.M. Guia),35458,28.1072,-15.5962
Santa María de Guía de Gran Canaria,Lomo De Las Azucenas,35458,28.1072,-15.5962
Santa María de Guía de Gran Canaria,Tres Palmas (Santa Maria De Guia),35458,28.1027,-15.5954
Santa María de Guía de Gran Canaria,Barranco Hondo (Santa Maria De Guia),35458,28.1027,-15.5954
Santa María de Guía de Gran Canaria,Vergara,35458,28.116,-15.5978
Santa María de Guía de Gran Canaria,Mondragones,35458,28.1188,-15.5996
Santa María de Guía de Gran Canaria,La Dehesa,35458,28.1257,-15.6149
Santa María de Guía de Gran Canaria,El Calabozo,35458,28.1197,-15.6148
Santa María de Guía de Gran Canaria,Desaguaderos,35458,28.1137,-15.5928
Santa María de Guía de Gran Canaria,Farailaga,35458,28.1288,-15.5954
Santa María de Guía de Gran Canaria,Doñana,35458,28.1341,-15.6152
,Las Boticarias,35459,28.13,-15.6296
,Cañada, La (Santa Maria De Guia),35459,28.0845,-15.6199
,Montaña De Guia,35459,28.0845,-15.6199
,Llanos De Parra,35459,28.0845,-15.6199
,Anzo,35459,28.131,-15.6414
Gáldar,Galdar (Capital Municipal),35460,28.1066,-15.5999
Gáldar,Inciensal,35468,28.1066,-15.5999
Gáldar,Trujillo (Galdar),35468,28.1066,-15.5999
Gáldar,Barranco Hondo De Arriba,35468,28.1066,-15.5999
Gáldar,Tegueste (Galdar),35468,28.1066,-15.5999
Gáldar,Cardonal (Agaete),35468,28.1066,-15.5999
Gáldar,Las Calderas,35468,28.1066,-15.5999
Gáldar,Lomo Del Palo,35468,28.1066,-15.5999
Gáldar,Montañeta, La (Galdar),35468,28.1066,-15.5999
Gáldar,Valeron,35468,28.1066,-15.5999
Gáldar,Barranco Hondo De Abajo,35468,28.1066,-15.5999
Gáldar,Degollada, La (Galdar),35468,28.1066,-15.5999
Gáldar,Silos, Los (Galdar),35468,28.1066,-15.5999
Gáldar,Troya,35468,28.1066,-15.5999
Gáldar,Hoya De Pineda (Galdar),35468,28.1066,-15.5999
Gáldar,Chirino,35468,28.1066,-15.5999
Gáldar,Lucena,35468,28.1066,-15.5999
Gáldar,La Agazal,35468,28.1066,-15.5999
Gáldar,Molino, El (Galdar),35468,28.1066,-15.5999
Gáldar,Rosas, Las (Galdar),35468,28.1066,-15.5999
Gáldar,Buenavista,35468,28.1066,-15.5999
Gáldar,Juncalillo (Galdar),35468,28.1066,-15.5999
Gáldar,Caideros De San Jose,35468,28.1066,-15.5999
Gáldar,Saucillo,35468,28.0947,-15.6413
Gáldar,Piso Firme,35468,28.1117,-15.6845
Gáldar,Hoya De Pineda (Santa Maria De Guia),35468,28.1066,-15.5999
Gáldar,Hornillo, El (Agaete),35468,28.1066,-15.5999
Gáldar,Llanos, Los (Agaete),35468,28.1066,-15.5999
Gáldar,Caleta De Arriba,35469,28.1066,-15.5999
Gáldar,Faro De Sardina (Urbanizacion),35469,28.1066,-15.5999
Gáldar,Corralete,35469,28.1066,-15.5999
Gáldar,Sobradillo, El (Galdar),35469,28.1066,-15.5999
Gáldar,El Clavo,35469,28.1066,-15.5999
Gáldar,Barrio Negrin (Galdar),35469,28.1066,-15.5999
Gáldar,Sardina (Galdar),35469,28.1066,-15.5999
Gáldar,Condenados, Los (Barrio),35469,28.1066,-15.5999
Gáldar,Barranquillo El Vino,35469,28.1066,-15.5999
Gáldar,Punta De Galdar,35469,28.1066,-15.5999
Gáldar,Los Dos Roques,35469,28.1579,-15.6706
Gáldar,La Furnia,35469,28.1605,-15.6742
Gáldar,Las Cumbrecillas,35469,28.1563,-15.6985
Gáldar,Nido Cuervo,35469,28.1473,-15.6651
Gáldar,Barrial,35469,28.1413,-15.6643
Gáldar,El Agujero,35469,28.1609,-15.661
Aldea de San Nicolás, La,Los Cardones,35470,27.9816,-15.785
Aldea de San Nicolás, La,La Aldea De San Nicolas,35470,27.9415,-15.7793
Aldea de San Nicolás, La,San Nicolas De Tolentino (Capital Municipal),35470,27.9415,-15.7793
Aldea de San Nicolás, La,Jerez (San Nicolas De Tolentino),35470,27.9415,-15.7793
Aldea de San Nicolás, La,Posteragua De Tasarte,35478,27.926,-15.7738
Aldea de San Nicolás, La,El Canonigo,35478,27.926,-15.7738
Aldea de San Nicolás, La,Hoyo, El (San Nicolas De Tolentino),35478,27.926,-15.7738
Aldea de San Nicolás, La,Tocodoman,35478,27.926,-15.7738
Aldea de San Nicolás, La,La Cardonera,35478,27.926,-15.7738
Aldea de San Nicolás, La,Cruz, La (San Nicolas De Tolentino),35478,27.926,-15.7738
Aldea de San Nicolás, La,Playa De Tasarte (Playa),35478,27.926,-15.7738
Aldea de San Nicolás, La,Palillo De Tasarte,35478,27.926,-15.7738
Aldea de San Nicolás, La,Artejeves (Zona),35478,27.926,-15.7738
Aldea de San Nicolás, La,Pasitos, Los (San Nicolas De Tolentino),35478,27.926,-15.7738
Aldea de San Nicolás, La,Casas Blancas (San Nicolas De Tolentino),35478,27.926,-15.7738
Aldea de San Nicolás, La,Rosas, Las (San Nicolas De Tolentino),35478,27.926,-15.7738
Aldea de San Nicolás, La,Tasarte,35478,27.9157,-15.7662
Aldea de San Nicolás, La,Molino De Viento (Tasarte),35478,27.9256,-15.7599
Aldea de San Nicolás, La,Tasartico,35478,27.9268,-15.8016
Aldea de San Nicolás, La,Las Tabladas,35479,27.9882,-15.7959
Aldea de San Nicolás, La,Cuermeja,35479,27.9882,-15.7959
Aldea de San Nicolás, La,La Rosa,35479,27.9882,-15.7959
Aldea de San Nicolás, La,Cruce, El (San Nicolas De Tolentino),35479,27.9882,-15.7959
Aldea de San Nicolás, La,Molino De Agua,35479,27.9882,-15.7959
Aldea de San Nicolás, La,Playa, La (San Nicolas De Tolentino),35479,27.9882,-15.7959
Aldea de San Nicolás, La,Lomo, El (San Nicolas De Tolentino),35479,27.9882,-15.7959
Aldea de San Nicolás, La,Ladera Del Palomar,35479,27.9882,-15.7959
Aldea de San Nicolás, La,La Ladera,35479,27.9882,-15.7959
Aldea de San Nicolás, La,El Albercon,35479,27.9882,-15.7959
Aldea de San Nicolás, La,Castañeta,35479,27.988,-15.7728
Aldea de San Nicolás, La,Los Espinos,35479,27.9883,-15.7959
Aldea de San Nicolás, La,Mederos,35479,27.9907,-15.7937
Aldea de San Nicolás, La,Los Molinos,35479,27.994,-15.8031
Aldea de San Nicolás, La,El Pinillo,35479,27.9775,-15.7771
Aldea de San Nicolás, La,Los Caserones,35479,28.0046,-15.8158
Aldea de San Nicolás, La,Las Marciegas,35479,27.9985,-15.8144
Aldea de San Nicolás, La,La Hoyilla,35479,27.9902,-15.7974
Aldea de San Nicolás, La,Cercadillos,35479,27.9823,-15.7672
Aldea de San Nicolás, La,El Ribanzo,35479,27.991,-15.7961
Agaete,Agaete (Capital Municipal),35480,28.1002,-15.7
Agaete,Turman, El (Urbanizacion),35480,28.1002,-15.7
Agaete,Palmeral, El (Agaete) (Urbanizacion),35480,28.1002,-15.7
Gáldar,Lomo De Don Tomas,35488,28.147,-15.6502
Gáldar,Barranco Canario,35488,28.147,-15.6502
Gáldar,Rosetas,35488,28.147,-15.6502
Gáldar,Taya,35488,28.147,-15.6502
Gáldar,Lomo De San Anton,35488,28.147,-15.6502
Gáldar,Farragut,35488,28.147,-15.6502
Gáldar,Las Quintanas,35488,28.147,-15.6502
Gáldar,Juan Viejo,35488,28.147,-15.6502
Gáldar,Marmolejo,35488,28.147,-15.6502
Gáldar,Majadilla, Las (Galdar),35488,28.147,-15.6502
Gáldar,San Isidro (Galdar),35488,28.147,-15.6502
Agaete,Puerto De Las Nieves,35489,28.1031,-15.7114
Agaete,Sao, El (Agaete),35489,28.0886,-15.6965
Agaete,La Calera,35489,28.0886,-15.6965
Agaete,Chapin,35489,28.0886,-15.6965
Agaete,Suerte, La (Agaete),35489,28.0886,-15.6965
Agaete,Lomo De San Pedro (Agaete),35489,28.0886,-15.6965
Agaete,Valle De Agaete,35489,28.0886,-15.6965
Agaete,Cruz, La (Agaete),35489,28.0886,-15.6965
Agaete,Longueras, Las (Agaete),35489,28.0886,-15.6965
Agaete,Cuevecillas (Agaete),35489,28.0886,-15.6965
Agaete,Vecindad De Enfrente,35489,28.0886,-15.6965
Agaete,San Pedro,35489,28.0812,-15.6713
